country;country isocode;year;DD regime;DD category;Democracy;Presidential;countrycode;No. of chambers in parliament;proportional voting;Election system;No. of members in lower house;No. of members in upper house;No. of members in third house;New constitution;fullsuffrage;Suffrage restriction;electoral;Details;;;Self-governing
Indonesia;IDN;2002;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);500;128;;0;1;;3;;;;
Indonesia;IDN;2003;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);500;128;;0;1;;3;;;;
Indonesia;IDN;2004;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);550;128;;0;1;;3;;;;
Indonesia;IDN;2005;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);550;128;;0;1;;3;;;;
Indonesia;IDN;2006;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);550;128;;0;1;;3;;;;
Indonesia;IDN;2007;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);550;128;;0;1;;3;;;;
Indonesia;IDN;2008;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);550;128;;0;1;;3;;;;
Indonesia;IDN;2009;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;132;;0;1;;3;;;;
Indonesia;IDN;2010;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;132;;0;1;;3;;;;
Indonesia;IDN;2011;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;132;;0;1;;3;;;;
Indonesia;IDN;2012;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;132;;0;1;;3;;;;
Indonesia;IDN;2013;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;132;;0;1;;3;;;;
Indonesia;IDN;2014;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;136;;0;1;;3;;;;
Indonesia;IDN;2015;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;136;;0;1;;3;;;;
Indonesia;IDN;2016;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;136;;0;1;;3;;;;
Indonesia;IDN;2017;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;136;;0;1;;3;;;;
Indonesia;IDN;2018;2;Presidential democracy;1;1;86;2;1;List PR (large multi-member);560;136;;0;1;;3;;;;
Indonesia;IDN;2019;2;Presidential democracy;1;;;;;;;;;;1;;3;;;;
Indonesia;IDN;2020;2;Presidential democracy;1;;;;;;;;;;1;;3;;;;
Iran;IRN;1950;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1951;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1952;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1953;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1954;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1955;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1956;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1957;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1958;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1959;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1960;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;136;30;;0;0;Male vote only;2;;;;
Iran;IRN;1961;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;200;30;;0;0;Male vote only;2;;;;
Iran;IRN;1962;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;200;30;;0;0;Male vote only;2;;;;
Iran;IRN;1963;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;200;30;;0;0;Male vote only;2;;;;
Iran;IRN;1964;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;200;30;;0;0;Income restriction;2;;;;
Iran;IRN;1965;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;200;30;;0;0;Income restriction;2;;;;
Iran;IRN;1966;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;200;30;;0;0;Income restriction;2;;;;
Iran;IRN;1967;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;200;30;;0;0;Income restriction;2;;;;
Iran;IRN;1968;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;219;30;;0;0;Income restriction;2;;;;
Iran;IRN;1969;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;219;30;;0;0;Income restriction;2;;;;
Iran;IRN;1970;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;219;30;;0;0;Income restriction;2;;;;
Iran;IRN;1971;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;219;30;;0;0;Income restriction;2;;;;
Iran;IRN;1972;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;268;30;;0;0;Income restriction;2;;;;
Iran;IRN;1973;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;268;30;;0;0;Income restriction;2;;;;
Iran;IRN;1974;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;268;30;;0;0;Income restriction;2;;;;
Iran;IRN;1975;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;268;30;;0;0;Income restriction;1;;;;
Iran;IRN;1976;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;268;30;;0;0;Income restriction;1;;;;
Iran;IRN;1977;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;268;30;;0;0;Income restriction;1;;;;
Iran;IRN;1978;5;Royal dictatorship;0;0;87;2;0;Multiple non-transferable vote system;268;30;;0;0;Income restriction;1;;;;
Iran;IRN;1979;3;Civilian dictatorship;0;1;87;2;0;Multiple non-transferable vote system;268;30;;1;1;;0;;;;
Iran;IRN;1980;3;Civilian dictatorship;0;1;87;1;0;Multi- and single-seat constituency;270;;;0;1;;2;;;;
Iran;IRN;1981;3;Civilian dictatorship;0;1;87;1;0;Multi- and single-seat constituency;270;;;0;1;;2;;;;
Iran;IRN;1982;3;Civilian dictatorship;0;1;87;1;0;Multi- and single-seat constituency;270;;;0;1;;2;;;;
Iran;IRN;1983;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;82;;0;1;;2;;;;
Iran;IRN;1984;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;82;;0;1;;2;;;;
Iran;IRN;1985;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;82;;0;1;;2;;;;
Iran;IRN;1986;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;82;;0;1;;2;;;;
Iran;IRN;1987;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;82;;0;1;;2;;;;
Iran;IRN;1988;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;82;;0;1;;2;;;;
Iran;IRN;1989;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;82;;0;1;;2;;;;
Iran;IRN;1990;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;82;;0;1;;2;;;;
Iran;IRN;1991;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;83;;0;1;;2;;;;
Iran;IRN;1992;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;83;;0;1;;1;;;;
Iran;IRN;1993;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;83;;0;1;;1;;;;
Iran;IRN;1994;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;83;;0;1;;1;;;;
Iran;IRN;1995;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;83;;0;1;;1;;;;
Iran;IRN;1996;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;83;;0;1;;2;;;;
Iran;IRN;1997;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;83;;0;1;;2;;;;
Iran;IRN;1998;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;83;;0;1;;2;;;;
Iran;IRN;1999;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;270;86;;0;1;;2;;;;
Iran;IRN;2000;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;86;;0;1;;2;;;;
Iran;IRN;2001;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;86;;0;1;;2;;;;
Iran;IRN;2002;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;86;;0;1;;2;;;;
Iran;IRN;2003;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;86;;0;1;;2;;;;
Iran;IRN;2004;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;86;;0;1;;1;;;;
Iran;IRN;2005;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;86;;0;1;;1;;;;
Iran;IRN;2006;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;86;;0;1;;1;;;;
Iran;IRN;2007;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;86;;0;1;;1;;;;
Iran;IRN;2008;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2009;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2010;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2011;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2012;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2013;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2014;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2015;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2016;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2017;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2018;3;Civilian dictatorship;0;1;87;2;0;Multi- and single-seat constituency;290;88;;0;1;;1;;;;
Iran;IRN;2019;3;Civilian dictatorship;0;;;;;;;;;;1;;1;;;;
Iran;IRN;2020;3;Civilian dictatorship;0;;;;;;;;;;1;;1;;;;
Iraq;IRQ;1950;5;Royal dictatorship;0;0;88;2;;?;138;;;0;0;Male vote only;2;;;;
Iraq;IRQ;1951;5;Royal dictatorship;0;0;88;2;;;138;;;0;0;Male vote only;2;;;;
Iraq;IRQ;1952;5;Royal dictatorship;0;0;88;2;;;138;;;0;0;Male vote only;2;;;;
Iraq;IRQ;1953;5;Royal dictatorship;0;0;88;2;;;135;;;0;0;Male vote only;2;;;;
Iraq;IRQ;1954;5;Royal dictatorship;0;0;88;2;;;135;;;0;0;Male vote only;2;;;;
Iraq;IRQ;1955;5;Royal dictatorship;0;0;88;2;;;135;;;0;0;Male vote only;2;;;;
Iraq;IRQ;1956;5;Royal dictatorship;0;0;88;2;;;135;;;0;0;Male vote only;2;;;;
Iraq;IRQ;1957;5;Royal dictatorship;0;0;88;2;;;135;;;0;0;Male vote only;2;;;;
Iraq;IRQ;1958;5;Royal dictatorship;0;1;88;2;;;145;;;1;0;Male vote only;2;;;;
Iraq;IRQ;1959;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1960;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1961;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1962;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1963;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1964;4;Military dictatorship;0;1;88;;;;;;;1;0;Male vote only;0;;;;
Iraq;IRQ;1965;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1966;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1967;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1968;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1969;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1970;4;Military dictatorship;0;1;88;;;;;;;1;0;Male vote only;0;;;;
Iraq;IRQ;1971;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1972;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1973;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1974;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1975;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1976;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1977;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1978;4;Military dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1979;3;Civilian dictatorship;0;1;88;;;;;;;0;0;Male vote only;0;;;;
Iraq;IRQ;1980;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1981;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1982;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1983;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1984;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1985;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1986;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1987;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1988;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1989;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1990;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;1;1;;2;;;;
Iraq;IRQ;1991;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1992;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1993;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1994;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1995;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1996;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1997;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1998;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;1999;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;2000;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;2001;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;2002;3;Civilian dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;2;;;;
Iraq;IRQ;2003;4;Military dictatorship;0;1;88;1;0;FPTP;250;;;0;1;;0;;;;
Iraq;IRQ;2004;4;Military dictatorship;0;0;88;;;;;;;0;1;;0;;;;
Iraq;IRQ;2005;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;275;;;1;1;;2;;;;
Iraq;IRQ;2006;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;275;;;0;1;;2;;;;
Iraq;IRQ;2007;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;275;;;0;1;;2;;;;
Iraq;IRQ;2008;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;275;;;0;1;;2;;;;
Iraq;IRQ;2009;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;275;;;0;1;;2;;;;
Iraq;IRQ;2010;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;325;;;0;1;;2;;;;
Iraq;IRQ;2011;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;325;;;0;1;;2;;;;
Iraq;IRQ;2012;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;325;;;0;1;;2;;;;
Iraq;IRQ;2013;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;325;;;0;1;;2;;;;
Iraq;IRQ;2014;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;328;;;0;1;;2;;;;
Iraq;IRQ;2015;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;328;;;0;1;;2;;;;
Iraq;IRQ;2016;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;328;;;0;1;;2;;;;
Iraq;IRQ;2017;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;328;;;0;1;;2;;;;
Iraq;IRQ;2018;4;Military dictatorship;0;0;88;1;1;Open party-list proportional representation;328;;;0;1;;2;;;;
Iraq;IRQ;2019;3;Civilian dictatorship;0;;;;;;;;;;1;;2;;;;
Iraq;IRQ;2020;3;Civilian dictatorship;0;;;;;;;;;;1;;2;;;;
Ireland;IRL;1950;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1951;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1952;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1953;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1954;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1955;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1956;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1957;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1958;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1959;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1960;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1961;1;Mixed democratic;1;0;89;2;1;STV;147;60;;0;1;;3;;;;
Ireland;IRL;1962;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1963;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1964;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1965;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1966;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1967;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1968;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1969;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1970;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1971;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1972;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1973;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1974;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1975;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1976;1;Mixed democratic;1;0;89;2;1;STV;144;60;;0;1;;3;;;;
Ireland;IRL;1977;1;Mixed democratic;1;0;89;2;1;STV;148;60;;0;1;;3;;;;
Ireland;IRL;1978;1;Mixed democratic;1;0;89;2;1;STV;148;60;;0;1;;3;;;;
Ireland;IRL;1979;1;Mixed democratic;1;0;89;2;1;STV;148;60;;0;1;;3;;;;
Ireland;IRL;1980;1;Mixed democratic;1;0;89;2;1;STV;148;60;;0;1;;3;;;;
Ireland;IRL;1981;1;Mixed democratic;1;0;89;2;1;STV;148;60;;0;1;;3;;;;
Ireland;IRL;1982;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1983;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1984;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1985;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1986;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1987;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1988;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1989;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1990;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1991;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1992;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1993;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1994;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1995;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1996;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1997;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1998;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;1999;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2000;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2001;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2002;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2003;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2004;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2005;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2006;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2007;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2008;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2009;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2010;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2011;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2012;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2013;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2014;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2015;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2016;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2017;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2018;1;Mixed democratic;1;0;89;2;1;STV;166;60;;0;1;;3;;;;
Ireland;IRL;2019;1;Mixed democratic;1;;;;;;;;;;1;;3;;;;
Ireland;IRL;2020;1;Mixed democratic;1;;;;;;;;;;1;;3;;;;
Israel;ISR;1950;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1951;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1952;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1953;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1954;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1955;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1956;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1957;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1958;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;1;1;;3;;;;
Israel;ISR;1959;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1960;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1961;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1962;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1963;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1964;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
Israel;ISR;1965;0;Parliamentary democracy;1;0;90;1;1;List PR;120;;;0;1;;3;;;;
